id,target
6914,1
4686,0
12577,0
6087,0
3490,0
4482,1
1181,0
3915,4
2797,0
3361,0
14375,1
14952,0
7313,1
241,0
11428,1
7265,0
12847,1
6392,0
1984,0
9071,0
2122,3
10234,0
7357,0
11830,0
14868,1
10751,0
14390,0
3507,0
3921,4
458,1
9231,2
5002,4
3876,2
9370,2
14956,0
11401,1
14444,0
9697,0
3260,0
2235,2
7411,4
8045,0
5949,4
13769,1
1200,0
3815,4
14326,4
11907,0
6522,0
9940,3
1607,0
2992,0
14576,0
13158,1
9353,1
11339,0
9706,0
6440,0
2885,2
1232,2
1793,0
14312,0
5860,0
5479,3
11076,0
2755,2
6346,2
3666,2
5678,3
1006,0
8320,0
11276,0
1989,0
11023,4
8720,0
9529,0
4481,2
544,0
58,0
10344,0
556,0
11468,2
14058,0
6754,0
12831,0
11781,0
14693,0
5351,0
2929,0
14050,0
6447,1
10327,0
8286,4
8533,0
10497,0
8566,3
508,0
6487,0
14175,2
13321,0
4261,0
836,0
11079,0
10548,0
7581,1
8013,4
1666,1
1157,1
3935,0
11712,3
3667,1
2650,0
4639,4
9434,1
5272,0
2154,1
1155,3
12089,1
7895,0
435,2
3852,1
801,0
14795,4
12336,2
5783,4
1923,4
604,0
4146,3
4735,0
946,0
8296,4
9902,2
8975,0
3347,0
4150,4
14498,0
6677,3
14212,4
11179,2
11030,0
7514,0
6854,0
13699,0
1201,0
5171,0
9708,0
8459,0
14553,0
11004,0
12269,0
4023,3
13381,0
9700,0
1305,2
6083,3
7440,1
2971,0
5700,0
13538,0
13748,4
9904,2
6383,1
13218,2
11075,0
1320,0
9093,0
539,2
13753,4
9224,0
10727,3
3205,1
3986,4
9795,0
10137,0
7247,4
6162,1
11918,2
4635,1
13253,4
8521,2
13545,0
2790,3
10540,3
12648,0
5621,0
7660,0
2157,0
9877,0
9168,0
4514,0
6602,0
3234,2
12320,3
7536,0
8882,0
82,1
1792,0
10042,0
3912,0
8343,0
7733,2
4190,0
9669,4
4252,1
13389,3
8046,2
4527,2
4906,4
10770,4
2257,4
7246,2
5387,3
9049,1
5819,1
8561,3
11138,0
9419,3
13247,1
13156,0
2561,0
3596,0
12041,0
518,0
272,0
9467,2
13200,1
10332,2
6131,0
13884,0
13582,0
141,4
436,1
1124,0
103,2
6028,2
10379,0
10522,0
11932,0
3103,2
10791,1
1357,1
13797,4
13335,3
10631,0
9483,4
10115,1
10864,0
7763,2
9372,1
3429,2
30,0
1421,4
4346,2
12759,1
1614,3
14974,4
3525,1
1740,4
3603,2
13066,3
4075,0
129,4
12574,0
4345,0
9825,3
9927,0
1508,0
14741,0
2369,2
6389,0
13657,3
11485,0
4127,1
4068,0
10541,0
2361,0
5735,0
14737,0
14432,2
10346,0
9817,0
4909,0
3929,0
12056,0
13177,0
7575,4
10981,2
9216,3
3503,1
1766,2
14496,0
8012,0
11430,2
1284,3
9223,2
14684,2
5215,4
12549,0
8085,4
8773,0
7101,0
1770,1
674,0
3713,0
9917,0
2667,4
10297,4
7663,3
1707,0
5615,0
8988,1
6043,0
6251,0
5060,4
5944,3
9670,0
9911,0
2944,0
7681,0
6298,4
2731,3
6058,1
75,0
9762,0
11131,3
7938,1
1292,0
1859,3
221,0
2239,0
7913,0
11184,0
10601,0
14012,0
7790,3
8482,2
8311,1
14234,0
14587,0
10852,4
407,3
9932,0
8155,0
4374,0
11025,0
2713,4
12817,0
4264,3
6382,3
14900,0
7103,1
9864,4
10798,0
13973,4
13145,0
564,0
5141,4
3286,1
13616,0
11172,1
4251,0
8935,0
14085,4
7456,0
11062,0
7316,2
12114,0
12724,1
14785,0
10931,0
12733,1
2339,0
2696,0
6868,0
3920,0
7429,0
5049,0
3390,0
12812,0
12982,0
6342,0
1967,0
6764,0
60,2
9562,0
12246,1
12904,1
13681,0
13436,2
8650,0
11557,4
7858,4
4471,4
8325,0
5786,4
6250,4
10356,2
1174,4
4409,0
5492,2
4283,0
7092,1
12087,0
6981,2
14519,0
11213,2
14650,2
7172,2
2326,3
6705,0
6576,3
8348,0
6104,0
849,1
5996,2
10098,1
10714,2
5590,4
7566,1
6671,2
2359,2
6323,1
8352,4
1889,0
12364,1
13042,0
4189,1
8039,4
12950,0
2645,1
3590,0
7223,0
13853,0
10330,4
9324,0
10528,3
7750,0
10317,3
14191,0
9560,4
12519,0
8595,0
9053,0
13611,2
4438,0
203,0
13096,0
14265,0
2774,2
13958,2
4821,1
13469,3
9884,0
10519,0
4805,1
5676,0
13106,1
5350,2
3588,4
14359,4
7359,0
13508,0
2697,4
3264,0
1033,1
6699,4
3186,1
12206,4
10687,1
12255,2
13723,0
5567,0
9796,0
1639,0
4919,0
12304,1
9721,2
3334,0
9078,0
12091,0
7275,3
14463,0
6459,0
3443,0
2635,0
13924,2
6695,4
12915,2
13651,2
754,2
8522,0
6578,0
7782,0
6586,0
1586,0
14134,4
6035,0
4884,0
2979,0
2514,2
8571,0
14901,1
809,0
8847,0
744,1
2675,0
5174,0
5917,0
7380,0
7911,1
3448,4
2762,3
7698,2
12949,0
3452,4
8477,0
2814,0
7161,1
14751,0
12572,1
3718,2
2807,4
7469,2
1351,1
4687,0
14152,1
3201,0
8989,0
9582,0
3597,4
10772,4
4052,0
2874,2
4226,1
14486,4
6653,4
1699,0
4515,2
5999,1
9362,0
3165,3
13014,4
9653,0
2776,0
12424,0
4289,0
4530,3
9455,0
14151,0
14947,0
14744,3
2198,1
4716,0
3237,0
12427,0
12284,3
11351,0
6566,3
3639,1
8431,0
6277,0
5107,0
7176,3
13672,0
7118,0
6377,1
5958,1
11211,0
7719,2
3271,0
13263,0
1640,0
6187,4
1445,0
4281,0
4988,3
6444,3
13047,4
3513,4
4383,4
2907,1
4903,0
6500,1
6493,1
3706,0
11824,1
7362,0
12987,2
1037,0
12124,1
8365,4
546,3
4250,4
7367,0
4249,0
2875,0
11345,2
10525,0
14769,1
13441,4
1092,0
14456,0
4343,4
11969,1
10047,0
2507,0
9568,0
2486,4
10656,0
13478,3
6515,2
1739,0
14261,1
1375,0
5908,2
8864,4
12602,0
13796,4
5831,4
4421,4
1135,0
4449,0
1228,0
14289,0
13224,0
5562,0
1426,2
9376,0
4815,0
3126,2
4247,2
9413,0
1480,0
11434,4
10398,0
13761,1
8276,2
7758,2
11901,0
2618,1
3123,4
10431,4
4119,1
7462,3
14590,0
8346,2
9215,0
10738,3
4143,0
14181,0
11640,4
14643,0
3900,0
4484,0
8167,4
9341,4
5864,0
12300,4
13949,0
794,0
3965,0
13212,4
12739,2
14652,1
1349,1
3835,2
14518,0
14964,4
14719,1
2555,0
9800,3
8770,1
346,0
942,3
7200,0
12597,0
3385,0
1315,1
1029,0
8552,0
6240,3
4623,0
11606,1
13930,0
8971,1
8377,2
1589,1
263,2
7631,1
13123,0
9085,0
14844,0
6983,0
7284,2
7276,2
4711,0
14254,4
7452,1
1295,0
2805,2
4389,3
6544,4
13770,0
6391,0
10345,0
4566,0
920,2
7047,0
558,0
10879,0
13669,1
6303,0
5334,4
11631,0
13137,0
10724,0
12261,1
5405,1
1286,0
5959,0
11478,0
13544,0
10862,0
4630,3
5624,0
3213,4
12333,0
12166,4
13121,4
398,1
5054,4
7068,4
5788,0
56,2
8664,0
5103,0
3096,0
2537,3
2935,0
10142,0
13713,3
1034,0
4101,0
7900,0
4867,0
10564,0
14688,4
8921,0
6296,0
7215,3
1098,3
6479,2
2937,1
10990,0
882,4
2581,4
5281,1
1236,2
2816,0
7691,2
8356,1
369,0
9122,0
6253,4
1902,4
14612,1
4423,0
14300,0
8476,0
11787,0
8216,0
8996,2
9869,2
8756,1
6864,0
3728,0
12420,3
11838,0
12309,0
13911,0
3437,4
11902,4
3419,0
10273,0
4265,2
14095,2
9880,1
12853,0
7689,1
311,4
12385,1
8673,4
12322,0
6486,4
13764,4
5114,1
11224,4
2270,0
6491,4
7204,0
7008,2
12410,2
5614,0
5540,0
6994,1
7348,0
6110,1
13463,0
1075,3
9095,2
10558,4
14830,4
6101,3
12101,2
9194,0
5254,0
11790,0
5306,1
9062,4
8809,0
7982,0
10752,2
944,4
8932,3
5148,0
8478,0
894,4
11723,1
4028,0
2753,0
657,2
13819,4
2141,1
3105,4
11845,3
10477,2
1125,0
12037,0
1822,0
13675,4
671,4
4892,2
133,0
2699,0
855,1
8801,0
9818,2
4367,0
344,0
4820,0
3202,0
11417,2
7654,1
11891,0
5646,0
9140,0
10218,0
3430,1
11349,0
12319,1
4564,3
8215,0
8596,1
12242,4
10813,4
14697,4
10876,0
4269,0
5584,1
1138,0
14413,1
9301,1
11275,0
8743,1
11936,0
880,0
2917,1
11167,0
7358,0
6297,4
9654,4
11305,0
8073,0
12809,0
812,1
10675,0
8846,1
7940,0
8177,0
8731,2
14304,0
13603,4
6550,1
5568,0
265,0
682,2
6498,0
14211,1
2350,0
3246,1
7369,1
9857,4
10711,0
8127,0
3245,1
8727,0
10409,2
322,0
5636,0
6061,2
7735,4
4201,0
10434,0
4891,4
8886,2
2733,4
4968,0
9343,0
3285,0
5330,1
1884,0
2452,2
912,0
4058,4
2052,0
14238,4
13022,0
14021,4
5065,1
1831,0
930,0
9043,1
2994,2
7734,0
8553,4
8885,0
10983,1
8768,0
4469,0
2212,0
9681,4
3722,0
3611,0
8628,0
6600,0
14439,1
8065,0
4304,4
4875,1
523,0
13730,0
12683,0
3992,0
9142,4
6490,0
14811,0
13100,4
11665,1
4093,2
736,1
12473,3
7885,3
4457,0
13918,0
5588,0
14358,2
6701,0
8437,0
8261,0
12871,0
10242,3
10856,0
5163,1
619,4
8871,2
5648,0
8681,0
10433,3
10400,1
7406,1
1877,2
1009,0
866,0
7640,0
4751,4
5160,0
14911,0
918,4
8611,1
7558,0
6053,2
13909,3
3048,0
5449,0
608,1
14512,3
4240,0
1049,0
6349,4
8575,1
4461,0
8568,0
7797,2
13810,2
2777,1
9038,0
11091,4
13467,3
12711,0
8789,2
10063,0
14980,4
3470,0
2957,1
10044,2
2163,4
2460,0
7382,1
1968,0
8403,1
3744,0
13617,0
10599,4
11316,0
8728,2
4510,0
8969,2
4229,2
10245,2
1053,4
1490,2
1661,4
5433,2
330,0
4062,0
3467,0
1698,0
11320,2
5175,4
10178,0
13992,1
9202,4
6736,0
4645,4
4364,1
10571,1
4301,2
1978,0
6096,0
8047,3
2574,0
2583,0
13527,0
12681,0
4050,0
10735,0
4051,4
128,0
8119,0
11986,4
1209,0
10080,0
5288,2
13038,0
11116,4
14774,0
11527,0
12297,0
8551,0
6733,0
11505,0
6143,0
10422,0
235,1
10339,1
9447,0
6266,4
1533,0
2134,0
2436,0
11708,0
7850,2
9831,1
7056,0
10353,2
1206,0
8685,3
4568,0
12651,2
1786,4
8827,0
12803,1
6630,4
5649,0
7540,0
2390,0
6367,0
3291,0
14892,1
5537,1
8793,0
581,0
9374,1
1910,3
13496,0
6119,3
11260,2
5887,4
14528,3
13963,4
9634,4
1954,3
13956,0
5834,0
2649,3
4541,0
9318,2
4255,2
7901,0
7614,2
782,0
14026,0
4430,0
10626,1
9959,0
1296,0
4307,4
12835,1
9371,2
5483,4
11376,1
302,4
7206,1
14075,1
493,0
3392,2
2589,1
9397,0
347,0
7213,1
13176,0
5986,4
9269,3
13914,0
10811,0
7303,0
9031,0
90,0
8200,0
4600,1
5544,0
12595,0
9684,0
150,3
7171,3
13597,4
8191,2
12316,0
8920,1
7860,0
13703,0
4431,2
163,0
827,0
5581,0
3795,2
8293,1
12968,1
12543,0
11163,0
3512,0
4692,0
4386,0
11464,1
7344,0
7740,2
8498,0
941,2
13576,0
14962,0
12323,0
6583,0
9452,1
5830,4
9887,1
11164,0
7321,2
2033,0
1207,1
9947,0
9953,0
3411,1
6374,2
6067,0
5210,0
7379,0
4640,4
10103,1
14208,4
3556,1
12692,0
13330,3
10700,0
12779,2
7626,1
3219,2
307,0
3424,1
13392,0
2535,1
2570,0
5014,2
6638,4
14205,0
3039,0
10354,2
2966,0
11347,3
7287,0
72,0
14551,0
10681,0
8624,0
7337,0
6158,0
5989,0
6085,4
3817,0
12971,2
2024,0
1916,1
6184,0
10045,0
6628,0
13952,0
1870,4
13832,3
1313,0
14895,0
354,1
3532,0
1061,4
1976,0
8330,0
1498,0
4089,0
7100,2
12057,0
2831,0
5628,0
9767,2
6540,0
7521,0
7653,0
301,2
6794,0
5847,0
4282,0
3094,4
5728,4
12838,0
12438,0
10255,2
14913,3
9665,2
12125,2
7274,0
14658,2
5417,3
4589,0
11419,0
3328,4
5404,0
14371,1
4974,4
13751,3
2548,2
3208,2
1736,0
13417,4
4533,0
12173,0
13843,0
10975,0
6208,0
3433,0
11047,4
2769,0
7340,0
8456,0
1964,2
6828,0
661,2
13940,0
7595,3
6286,4
6678,0
12629,0
13595,0
7180,0
8156,0
1087,4
9625,0
5098,4
8467,4
2196,0
14020,4
14327,0
7445,4
3222,0
2743,0
10340,0
10836,0
8453,0
8471,2
11331,0
10838,2
13117,0
11722,2
5031,1
9577,0
11438,2
11522,4
3431,0
10962,1
7078,1
11231,3
13172,0
1462,1
1799,2
13536,0
1105,2
11264,0
11788,0
9527,4
14632,3
6631,2
5372,0
2924,1
7920,1
7342,0
2838,1
4819,4
2111,4
6557,0
5850,3
7815,1
12947,0
3182,0
14369,0
6189,3
4378,0
1099,0
5,0
9199,0
13086,0
8931,1
4644,0
4964,3
12479,0
12933,1
5078,1
5589,3
1378,1
11823,3
5102,4
1844,2
9847,4
7268,1
1224,0
9335,2
6842,0
12407,2
11029,4
7792,4
11337,3
7472,1
13376,0
464,0
5263,2
2283,3
14418,1
4455,0
10378,0
7059,0
11711,0
12174,0
8195,0
7333,3
6789,0
12307,0
8283,0
6472,4
6832,0
10152,4
5630,0
10459,2
2651,0
9008,4
13226,1
8226,1
248,3
8515,1
3804,0
4855,4
1983,0
7622,0
1008,0
10316,4
10925,0
11103,0
2613,0
5527,3
5298,4
779,0
5084,1
11992,1
2132,0
7667,0
11588,0
14193,0
2562,1
10123,0
5125,0
11675,3
9325,0
5383,0
121,1
6657,0
7202,0
6124,2
3626,0
10706,0
11435,4
2434,2
14862,0
1554,0
10484,4
7597,0
13630,0
1885,4
6235,3
314,1
12899,1
10645,4
1655,0
1867,0
2758,4
2735,1
9745,4
14224,0
13619,4
3932,4
5817,4
2793,0
12631,2
2532,2
574,0
7422,3
4392,0
13000,0
12666,0
7205,2
10924,4
6801,2
1360,0
1596,4
12110,1
12569,4
9523,0
4943,1
5070,2
897,2
12130,2
13986,0
1861,0
10204,2
14822,2
12085,0
6601,4
2219,3
4385,4
10947,1
2578,4
6972,2
13866,0
11363,0
13006,0
7454,0
13010,0
7236,1
2354,1
5606,1
6068,0
10698,2
4698,0
7674,0
1753,0
4270,0
8512,0
14954,0
12937,2
5136,0
11432,1
9550,2
4747,0
207,0
6379,0
6230,0
2429,3
1823,0
6745,2
13604,0
14611,0
8342,0
14923,0
8643,0
4173,4
337,2
5880,0
3446,0
10490,2
5123,4
655,1
1833,0
12720,0
13529,0
2484,4
2916,0
3734,0
5250,1
12065,0
541,3
12593,0
504,0
2648,4
11165,0
14633,4
10418,0
13452,0
6169,0
10538,0
2832,2
13585,0
9661,0
10086,0
3292,4
2252,4
5616,2
14823,2
10545,0
8934,2
9540,0
14479,4
5258,0
8625,0
10747,1
9243,0
12390,3
292,0
7042,3
11594,0
1695,0
8002,0
9167,0
5364,4
5384,4
11122,2
1830,0
10853,4
11979,2
11792,3
6025,0
9077,0
2529,0
12330,0
12565,0
6665,4
4866,3
11701,4
7673,3
8569,4
803,2
4017,1
13705,4
14570,1
8633,3
12832,0
6271,0
4556,1
12093,1
8081,2
11279,3
11826,3
9666,0
978,1
8758,2
1070,0
6244,4
14833,0
12328,0
11472,4
14740,0
67,4
8366,0
10253,4
4044,0
4586,4
11529,0
12709,4
11494,0
12202,0
2557,1
6373,0
11777,0
7315,0
5244,4
434,2
4437,0
8615,0
14426,0
12381,3
9185,1
14606,0
4402,0
13601,0
4165,0
1010,2
14566,0
1047,4
13827,0
10805,2
1171,4
7043,1
2291,4
10325,2
9150,0
3375,3
9001,0
1478,0
3693,0
7563,4
12476,0
4472,2
947,3
4894,0
9589,1
10138,1
1026,0
9391,0
2124,0
9823,0
12340,0
6497,0
13530,0
8267,0
7922,0
1555,2
4102,2
14790,2
3178,4
3820,0
519,0
5600,0
5135,1
4652,2
3705,0
8894,0
11807,2
13732,1
2338,1
5749,2
1876,3
9450,0
4302,1
1584,0
10249,0
11119,2
97,0
4546,0
13447,1
275,0
701,0
2325,0
10282,0
10405,1
9903,0
10033,0
12376,1
6001,2
13378,2
9227,0
4400,1
8985,1
2841,1
10695,2
7986,2
12032,1
2815,1
9377,3
118,4
6855,0
13712,0
9652,4
9643,4
2237,2
14472,2
11355,2
2201,2
3329,2
10883,0
8071,0
12175,0
250,0
14912,4
10476,2
281,0
9628,0
3377,0
5609,0
9036,4
11393,4
13139,0
11166,0
6964,1
1404,1
12690,0
11105,3
5212,1
4215,2
10168,0
1922,3
1120,0
9473,0
6376,3
11672,1
4120,2
10890,0
9849,4
10511,0
958,3
1054,0
4952,4
11973,0
3442,2
9385,2
13340,3
13502,2
4628,2
9500,0
88,0
11870,0
9083,1
14623,0
9997,1
13250,1
12584,2
1800,0
12439,1
10043,0
13102,0
14765,3
3981,4
10555,2
1731,0
158,0
12230,0
7559,4
6898,0
3897,2
12707,0
4205,4
247,1
14138,0
9208,0
6521,3
6215,4
6589,2
12011,2
2216,1
8474,0
6649,0
4707,0
13851,4
8087,1
13694,0
13739,3
8558,3
2513,2
1936,1
11141,3
1826,0
14824,2
1509,0
6155,0
6618,0
10157,0
1243,3
1728,3
12349,1
14240,0
47,0
5214,0
10719,0
4886,4
8792,1
1625,0
4091,0
12820,1
462,0
7764,0
3203,0
11537,1
773,0
5888,0
4616,4
11356,2
270,0
14416,0
10959,1
1588,3
6089,4
13656,0
7335,0
1564,0
14984,4
14710,2
689,0
425,4
14128,0
9717,0
14773,0
12954,0
12957,0
10506,4
756,0
7064,4
3133,3
14186,0
3754,1
9723,0
7611,2
18,0
14859,0
14691,4
2820,0
7964,1
5468,0
7935,2
1788,1
3351,0
5169,0
569,0
8015,4
8404,2
10882,0
9551,3
1328,2
9097,2
7826,0
130,0
13663,0
12338,0
14319,0
11741,3
8159,4
5498,4
8077,4
7583,3
9247,1
561,0
12664,0
10614,1
14269,1
10515,4
6078,0
7127,0
7664,2
4234,0
8260,0
9826,4
12283,4
4297,2
13443,3
4925,0
12138,3
1621,2
7605,0
13135,0
14363,1
9809,3
13382,0
5185,1
7083,0
9978,0
13486,0
11998,4
8245,1
13687,4
936,0
5843,2
8701,1
7363,2
13364,0
9054,1
7562,0
5395,4
6395,0
14674,2
7715,4
745,2
2244,3
11584,1
13747,0
5026,1
2021,0
10070,4
3669,0
14038,0
9195,0
2439,1
2723,4
14271,2
7436,0
3793,2
3345,3
2312,0
2936,1
4354,2
3731,0
3130,0
3379,1
7035,0
4936,0
3955,0
13344,0
8258,0
8509,4
10746,0
6741,4
6508,0
1711,2
9091,0
238,0
9292,0
11999,3
13621,0
1591,0
7670,0
5939,0
6882,1
7208,0
9759,1
8270,0
2593,0
2408,3
14481,0
12537,0
3678,0
5342,0
3336,0
9881,0
6936,1
5028,0
3928,4
1466,0
8548,0
8722,1
10840,4
3409,3
10508,0
560,3
11558,2
7120,4
3803,2
14177,0
8409,0
4072,0
6777,0
1407,0
2604,0
7553,0
11323,2
13568,2
6890,3
3497,1
14500,0
13809,0
9541,1
4581,1
11060,0
5561,3
11457,0
8612,0
5822,4
6308,0
3297,4
1077,0
6190,4
6355,1
25,0
6263,0
13057,1
13904,0
8696,0
2933,3
10860,3
6708,2
86,0
12506,0
7997,1
12262,4
3997,4
8297,3
7121,2
10567,4
795,0
5711,2
1530,0
11117,1
13519,1
4133,0
5009,2
13107,0
8622,4
387,4
9180,4
5368,0
12421,0
14583,0
8937,2
8805,0
5354,0
12969,1
6698,4
5694,2
12288,0
14781,0
13201,1
13147,0
1953,0
8014,2
3609,0
134,1
9930,3
3694,4
9839,0
8040,0
2028,1
10661,4
2603,0
14450,4
10977,3
10132,0
3398,0
2660,0
5718,0
14692,2
8201,1
3780,4
14437,0
3733,0
8339,0
6091,0
10903,0
4911,0
6505,2
9786,2
14948,0
6609,4
8670,4
5685,0
11322,2
8577,1
14654,0
4090,0
10894,0
14349,4
12800,2
2037,0
11350,4
3816,4
12826,0
7845,0
8070,0
7437,4
6808,4
494,0
12734,0
12560,3
3406,0
13557,2
11410,0
4634,0
9644,2
9329,3
5756,0
8527,0
11354,0
259,2
3453,1
3194,2
14148,0
14955,1
11863,1
9937,2
13823,0
433,4
4512,4
7919,0
1656,1
8441,3
10024,3
13098,1
13164,0
3762,0
12834,0
9421,2
13273,0
1712,0
13461,2
363,0
2828,0
9498,2
13346,0
5299,4
1819,3
3489,4
9957,0
9728,0
6012,1
14994,0
3190,1
1475,1
7125,1
6722,1
12930,4
9750,4
13934,0
10895,0
7785,2
4672,0
12783,1
3252,0
1380,2
7914,0
5594,4
14827,0
14155,4
2308,0
9619,4
12855,0
2978,2
313,0
4106,1
10927,0
7017,0
11342,4
6403,0
4950,0
7053,1
9725,1
1032,0
13525,4
14568,2
10552,2
8708,0
6219,2
10194,0
1644,3
9068,4
14700,2
2821,0
1536,1
7090,4
3504,4
3209,0
13081,2
6809,3
5487,4
7065,0
5703,4
4377,0
13372,0
9692,0
2766,0
4576,1
2364,0
3405,4
12544,0
5043,0
1534,0
979,2
10440,0
5731,0
14537,2
5314,4
5467,0
10723,0
1343,0
14087,1
1111,2
3606,0
6467,4
14613,4
13243,3
3261,0
4777,2
43,0
7951,2
1626,0
12580,4
6881,0
5639,0
7398,4
8878,4
7902,0
9213,4
524,1
1420,2
5675,0
14006,0
2587,4
1641,0
6923,0
4008,3
7773,1
11531,1
7057,1
9088,0
7242,0
14513,0
4901,3
5620,0
7070,0
7866,0
13073,0
9982,2
13438,0
12268,4
8121,4
12043,0
5761,1
3730,0
10009,0
7442,0
8426,4
3223,1
11456,0
7066,2
3302,2
7408,0
14360,0
1246,0
5651,2
7018,1
9512,4
10790,4
6386,1
514,0
6786,0
8135,4
7424,0
9874,4
5596,0
9942,0
729,1
4094,0
13642,1
14442,1
848,4
14288,4
13781,0
4082,0
6095,2
5766,4
6336,4
1039,1
7948,2
3204,0
7010,0
7453,0
12677,0
7661,0
6879,0
2716,0
11650,4
764,0
14931,0
5375,2
13192,0
2311,0
1651,0
10171,0
14436,0
5262,0
13423,4
14407,0
3613,1
2136,0
7174,0
10697,1
5683,0
2387,1
9041,0
10914,0
11049,4
5228,0
8725,4
14846,2
14282,2
2262,0
931,0
4156,0
1878,3
8041,4
13354,0
1398,0
816,0
12785,0
12050,0
7697,0
6406,1
9593,0
13919,0
6051,4
9087,2
2317,4
6223,0
8050,1
5403,0
12257,0
13647,0
8587,0
28,4
485,0
14414,4
9021,2
824,0
3772,4
5400,0
7791,0
12346,4
5275,1
9136,0
8490,0
14272,0
375,2
10918,4
14906,4
5899,0
6564,0
8769,0
9629,0
7178,0
3510,2
988,0
11426,0
659,2
11541,0
3907,2
6320,0
2658,0
12936,3
4447,4
13067,0
7768,0
3683,0
2030,0
2969,3
9526,2
7692,4
9977,0
356,0
5666,0
6481,0
2477,1
12907,1
12080,2
12416,4
10324,4
1971,1
5516,0
3941,1
990,4
3199,4
3742,4
9833,1
11340,0
8042,0
4118,4
12393,4
7732,0
3938,0
11822,0
5471,0
9448,1
13935,0
9557,0
10135,0
3480,4
14264,0
14873,1
4840,0
8483,1
8219,3
8422,0
6942,0
2455,0
24,1
2970,4
3304,3
335,3
2116,0
12494,0
11118,1
2671,0
61,1
14972,4
10442,0
8963,1
8781,0
10124,2
5839,2
14934,0
11908,0
1154,0
3436,0
2092,0
2099,3
6762,4
3769,0
13878,4
7696,0
7685,1
7119,4
572,4
11128,0
2556,3
11866,0
6478,3
4214,0
422,0
626,0
6049,4
654,0
1185,1
12181,0
11765,0
2247,0
11442,1
7164,0
10058,2
1642,2
42,2
10988,0
5283,2
399,0
9976,2
4066,0
1214,0
9827,2
4539,3
2663,4
7656,0
12408,0
2340,3
6870,0
8570,0
1046,0
13213,2
5586,0
6310,0
13814,3
6163,1
14130,0
9802,0
14008,1
9895,2
9924,0
799,3
13070,2
1431,3
4752,0
5044,0
6278,2
7286,4
14054,0
2505,1
8049,4
12841,0
7822,4
14170,3
10035,0
12098,4
10445,4
5437,0
714,1
14813,0
7147,0
12741,4
178,0
2708,1
